Data da série;Vr;Vr_
24/04/2020;5,671;56710
23/04/2020;5,504;55040
22/04/2020;5,407;54070
20/04/2020;5,306;53060
17/04/2020;5,243;52430
16/04/2020;5,259;52590
15/04/2020;5,236;52360
14/04/2020;5,187;51870
13/04/2020;5,177;51770
09/04/2020;5,1;51000
08/04/2020;5,151;51510
07/04/2020;5,217;52170
06/04/2020;5,302;53020
03/04/2020;5,315;53150
02/04/2020;5,265;52650
01/04/2020;5,26;52600
31/03/2020;5,196;51960
30/03/2020;5,175;51750
27/03/2020;5,058;50580
26/03/2020;5,004;50040
25/03/2020;5,012;50120
24/03/2020;5,092;50920
23/03/2020;5,139;51390
20/03/2020;5,049;50490
19/03/2020;5,099;50990
18/03/2020;5,228;52280
17/03/2020;5,001;50010
16/03/2020;5,03;50300
13/03/2020;4,852;48520
12/03/2020;4,818;48180
11/03/2020;4,734;47340
10/03/2020;4,644;46440
09/03/2020;4,745;47450
06/03/2020;4,629;46290
05/03/2020;4,648;46480
04/03/2020;4,578;45780
03/03/2020;4,51;45100
02/03/2020;4,485;44850
28/02/2020;4,492;44920
27/02/2020;4,47;44700
26/02/2020;4,439;44390
21/02/2020;4,39;43900
20/02/2020;4,386;43860
19/02/2020;4,369;43690
18/02/2020;4,358;43580
17/02/2020;4,326;43260
14/02/2020;4,3;43000
13/02/2020;4,344;43440
12/02/2020;4,347;43470
11/02/2020;4,326;43260
10/02/2020;4,327;43270
07/02/2020;4,319;43190
06/02/2020;4,277;42770
05/02/2020;4,244;42440
04/02/2020;4,257;42570
03/02/2020;4,249;42490
31/01/2020;4,283;42830
30/01/2020;4,261;42610
29/01/2020;4,222;42220
28/01/2020;4,194;41940
27/01/2020;4,205;42050
24/01/2020;4,186;41860
23/01/2020;4,165;41650
22/01/2020;4,177;41770
21/01/2020;4,2;42000
20/01/2020;4,189;41890
17/01/2020;4,161;41610
16/01/2020;4,194;41940
15/01/2020;4,177;41770
14/01/2020;4,129;41290
13/01/2020;4,137;41370
10/01/2020;4,081;40810
09/01/2020;4,087;40870
08/01/2020;4,049;40490
07/01/2020;4,06;40600
06/01/2020;4,071;40710
03/01/2020;4,053;40530
02/01/2020;4,023;40230
30/12/2019;4,016;40160
27/12/2019;4,048;40480
26/12/2019;4,063;40630
23/12/2019;4,075;40750
20/12/2019;4,097;40970
19/12/2019;4,061;40610
18/12/2019;4,067;40670
17/12/2019;4,064;40640
16/12/2019;4,061;40610
13/12/2019;4,107;41070
12/12/2019;4,085;40850
11/12/2019;4,133;41330
10/12/2019;4,145;41450
09/12/2019;4,133;41330
06/12/2019;4,143;41430
05/12/2019;4,186;41860
04/12/2019;4,205;42050
03/12/2019;4,208;42080
02/12/2019;4,218;42180
29/11/2019;4,235;42350
28/11/2019;4,214;42140
27/11/2019;4,257;42570
26/11/2019;4,244;42440
25/11/2019;4,212;42120
22/11/2019;4,191;41910
21/11/2019;4,196;41960
20/11/2019;4,204;42040
19/11/2019;4,197;41970
18/11/2019;4,2;42000
14/11/2019;4,19;41900
13/11/2019;4,187;41870
12/11/2019;4,17;41700
11/11/2019;4,137;41370
08/11/2019;4,156;41560
07/11/2019;4,088;40880
06/11/2019;4,085;40850
05/11/2019;3,991;39910
04/11/2019;4,008;40080
01/11/2019;3,999;39990
31/10/2019;4,012;40120
30/10/2019;3,989;39890
29/10/2019;3,997;39970
28/10/2019;3,989;39890
25/10/2019;4,008;40080
24/10/2019;4,036;40360
23/10/2019;4,032;40320
22/10/2019;4,073;40730
21/10/2019;4,135;41350
18/10/2019;4,115;41150
17/10/2019;4,16;41600
16/10/2019;4,158;41580
15/10/2019;4,158;41580
14/10/2019;4,127;41270
11/10/2019;4,085;40850
10/10/2019;4,122;41220
09/10/2019;4,094;40940
08/10/2019;4,09;40900
07/10/2019;4,102;41020
04/10/2019;4,061;40610
03/10/2019;4,084;40840
02/10/2019;4,135;41350
01/10/2019;4,163;41630
30/09/2019;4,151;41510
27/09/2019;4,155;41550
26/09/2019;4,16;41600
25/09/2019;4,155;41550
24/09/2019;4,173;41730
23/09/2019;4,171;41710
20/09/2019;4,153;41530
19/09/2019;4,157;41570
18/09/2019;4,111;41110
17/09/2019;4,08;40800
16/09/2019;4,09;40900
13/09/2019;4,091;40910
12/09/2019;4,057;40570
11/09/2019;4,063;40630
10/09/2019;4,099;40990
09/09/2019;4,097;40970
06/09/2019;4,073;40730
05/09/2019;4,101;41010
04/09/2019;4,104;41040
03/09/2019;4,179;41790
02/09/2019;4,182;41820
30/08/2019;4,131;41310
29/08/2019;4,163;41630
28/08/2019;4,156;41560
27/08/2019;4,149;41490
26/08/2019;4,151;41510
23/08/2019;4,117;41170
22/08/2019;4,072;40720
21/08/2019;4,024;40240
20/08/2019;4,04;40400
19/08/2019;4,066;40660
16/08/2019;4;40000
15/08/2019;3,993;39930
14/08/2019;4,037;40370
13/08/2019;3,963;39630
12/08/2019;3,978;39780
09/08/2019;3,939;39390
08/08/2019;3,925;39250
07/08/2019;3,976;39760
06/08/2019;3,956;39560
05/08/2019;3,961;39610
02/08/2019;3,884;38840
01/08/2019;3,842;38420
31/07/2019;3,798;37980
30/07/2019;3,794;37940
29/07/2019;3,779;37790
26/07/2019;3,768;37680
25/07/2019;3,783;37830
24/07/2019;3,771;37710
23/07/2019;3,773;37730
22/07/2019;3,738;37380
19/07/2019;3,747;37470
18/07/2019;3,729;37290
17/07/2019;3,759;37590
16/07/2019;3,763;37630
15/07/2019;3,757;37570
12/07/2019;3,741;37410
11/07/2019;3,75;37500
10/07/2019;3,753;37530
09/07/2019;3,786;37860
08/07/2019;3,806;38060
05/07/2019;3,817;38170
04/07/2019;3,794;37940
03/07/2019;3,821;38210
02/07/2019;3,853;38530
01/07/2019;3,845;38450
28/06/2019;3,836;38360
27/06/2019;3,831;38310
26/06/2019;3,848;38480
25/06/2019;3,851;38510
24/06/2019;3,824;38240
21/06/2019;3,82;38200
19/06/2019;3,853;38530
18/06/2019;3,861;38610
17/06/2019;3,901;39010
14/06/2019;3,893;38930
13/06/2019;3,856;38560
12/06/2019;3,858;38580
11/06/2019;3,847;38470
10/06/2019;3,878;38780
07/06/2019;3,872;38720
06/06/2019;3,879;38790
05/06/2019;3,9;39000
04/06/2019;3,858;38580
03/06/2019;3,896;38960
31/05/2019;3,926;39260
30/05/2019;3,976;39760
29/05/2019;3,975;39750
28/05/2019;4,017;40170
27/05/2019;4,033;40330
24/05/2019;4,014;40140
23/05/2019;4,045;40450
22/05/2019;4,042;40420
21/05/2019;4,052;40520
20/05/2019;4,102;41020
17/05/2019;4,1;41000
16/05/2019;4,038;40380
15/05/2019;3,992;39920
14/05/2019;3,973;39730
13/05/2019;3,983;39830
10/05/2019;3,941;39410
09/05/2019;3,949;39490
08/05/2019;3,929;39290
07/05/2019;3,969;39690
06/05/2019;3,957;39570
03/05/2019;3,936;39360
02/05/2019;3,96;39600
30/04/2019;3,919;39190
29/04/2019;3,941;39410
26/04/2019;3,931;39310
25/04/2019;3,954;39540
24/04/2019;3,986;39860
23/04/2019;3,922;39220
22/04/2019;3,931;39310
18/04/2019;3,93;39300
17/04/2019;3,932;39320
16/04/2019;3,897;38970
15/04/2019;3,87;38700
12/04/2019;3,887;38870
11/04/2019;3,858;38580
10/04/2019;3,818;38180
09/04/2019;3,855;38550
08/04/2019;3,847;38470
05/04/2019;3,866;38660
04/04/2019;3,852;38520
03/04/2019;3,87;38700
02/04/2019;3,856;38560
01/04/2019;3,873;38730
29/03/2019;3,915;39150
28/03/2019;3,91;39100
27/03/2019;3,95;39500
26/03/2019;3,867;38670
25/03/2019;3,859;38590
22/03/2019;3,904;39040
21/03/2019;3,794;37940
20/03/2019;3,75;37500
19/03/2019;3,784;37840
18/03/2019;3,789;37890
15/03/2019;3,818;38180
14/03/2019;3,846;38460
13/03/2019;3,807;38070
12/03/2019;3,811;38110
11/03/2019;3,841;38410
08/03/2019;3,868;38680
07/03/2019;3,897;38970
06/03/2019;3,838;38380
01/03/2019;3,774;37740
28/02/2019;3,75;37500
27/02/2019;3,729;37290
26/02/2019;3,748;37480
25/02/2019;3,739;37390
22/02/2019;3,735;37350
21/02/2019;3,753;37530
20/02/2019;3,727;37270
19/02/2019;3,707;37070
18/02/2019;3,734;37340
15/02/2019;3,704;37040
14/02/2019;3,743;37430
13/02/2019;3,753;37530
12/02/2019;3,707;37070
11/02/2019;3,76;37600
08/02/2019;3,734;37340
07/02/2019;3,706;37060
06/02/2019;3,701;37010
05/02/2019;3,663;36630
04/02/2019;3,671;36710
01/02/2019;3,66;36600
31/01/2019;3,651;36510
30/01/2019;3,723;37230
29/01/2019;3,724;37240
28/01/2019;3,764;37640
25/01/2019;3,763;37630
24/01/2019;3,77;37700
23/01/2019;3,767;37670
22/01/2019;3,797;37970
21/01/2019;3,76;37600
18/01/2019;3,757;37570
17/01/2019;3,742;37420
16/01/2019;3,729;37290
15/01/2019;3,729;37290
14/01/2019;3,696;36960
11/01/2019;3,715;37150
10/01/2019;3,719;37190
09/01/2019;3,685;36850
08/01/2019;3,71;37100
07/01/2019;3,729;37290
04/01/2019;3,714;37140
03/01/2019;3,756;37560
02/01/2019;3,815;38150
28/12/2018;3,875;38750
27/12/2018;3,898;38980
26/12/2018;3,919;39190
21/12/2018;3,891;38910
20/12/2018;3,851;38510
19/12/2018;3,874;38740
18/12/2018;3,901;39010
17/12/2018;3,895;38950
14/12/2018;3,903;39030
13/12/2018;3,877;38770
12/12/2018;3,85;38500
11/12/2018;3,916;39160
10/12/2018;3,923;39230
07/12/2018;3,882;38820
06/12/2018;3,889;38890
05/12/2018;3,869;38690
04/12/2018;3,86;38600
03/12/2018;3,829;38290
30/11/2018;3,858;38580
29/11/2018;3,853;38530
28/11/2018;3,841;38410
27/11/2018;3,887;38870
26/11/2018;3,904;39040
23/11/2018;3,816;38160
22/11/2018;3,805;38050
21/11/2018;3,785;37850
20/11/2018;3,759;37590
19/11/2018;3,763;37630
16/11/2018;3,736;37360
14/11/2018;3,788;37880
13/11/2018;3,82;38200
12/11/2018;3,75;37500
09/11/2018;3,736;37360
08/11/2018;3,743;37430
07/11/2018;3,741;37410
06/11/2018;3,754;37540
05/11/2018;3,719;37190
01/11/2018;3,688;36880
31/10/2018;3,709;37090
30/10/2018;3,695;36950
29/10/2018;3,709;37090
26/10/2018;3,648;36480
25/10/2018;3,7;37000
24/10/2018;3,734;37340
23/10/2018;3,698;36980
22/10/2018;3,69;36900
19/10/2018;3,709;37090
18/10/2018;3,709;37090
17/10/2018;3,682;36820
16/10/2018;3,72;37200
15/10/2018;3,736;37360
11/10/2018;3,77;37700
10/10/2018;3,758;37580
09/10/2018;3,71;37100
08/10/2018;3,761;37610
05/10/2018;3,865;38650
04/10/2018;3,891;38910
03/10/2018;3,898;38980
02/10/2018;3,94;39400
01/10/2018;4,02;40200
28/09/2018;4,043;40430
27/09/2018;3,987;39870
26/09/2018;4,025;40250
25/09/2018;4,083;40830
24/09/2018;4,082;40820
21/09/2018;4,04;40400
20/09/2018;4,076;40760
19/09/2018;4,125;41250
18/09/2018;4,131;41310
17/09/2018;4,12;41200
14/09/2018;4,165;41650
13/09/2018;4,198;41980
12/09/2018;4,147;41470
11/09/2018;4,16;41600
10/09/2018;4,095;40950
06/09/2018;4,115;41150
05/09/2018;4,132;41320
04/09/2018;4,155;41550
03/09/2018;4,149;41490
31/08/2018;4,068;40680
30/08/2018;4,16;41600
29/08/2018;4,118;41180
28/08/2018;4,144;41440
27/08/2018;4,085;40850
24/08/2018;4,104;41040
23/08/2018;4,115;41150
22/08/2018;4,058;40580
21/08/2018;4,023;40230
20/08/2018;3,958;39580
17/08/2018;3,919;39190
16/08/2018;3,902;39020
15/08/2018;3,901;39010
14/08/2018;3,866;38660
13/08/2018;3,901;39010
10/08/2018;3,858;38580
09/08/2018;3,8;38000
08/08/2018;3,77;37700
07/08/2018;3,763;37630
06/08/2018;3,729;37290
03/08/2018;3,705;37050
02/08/2018;3,757;37570
01/08/2018;3,754;37540
31/07/2018;3,754;37540
30/07/2018;3,728;37280
27/07/2018;3,713;37130
26/07/2018;3,741;37410
25/07/2018;3,706;37060
24/07/2018;3,744;37440
23/07/2018;3,786;37860
20/07/2018;3,781;37810
19/07/2018;3,866;38660
18/07/2018;3,833;38330
17/07/2018;3,841;38410
16/07/2018;3,861;38610
13/07/2018;3,852;38520
12/07/2018;3,885;38850
11/07/2018;3,88;38800
10/07/2018;3,798;37980
09/07/2018;3,869;38690
06/07/2018;3,906;39060
05/07/2018;3,933;39330
04/07/2018;3,912;39120
03/07/2018;3,893;38930
02/07/2018;3,911;39110
29/06/2018;3,875;38750
28/06/2018;3,862;38620
27/06/2018;3,852;38520
26/06/2018;3,796;37960
25/06/2018;3,782;37820
22/06/2018;3,776;37760
21/06/2018;3,768;37680
20/06/2018;3,777;37770
19/06/2018;3,743;37430
18/06/2018;3,748;37480
15/06/2018;3,722;37220
14/06/2018;3,797;37970
13/06/2018;3,717;37170
12/06/2018;3,716;37160
11/06/2018;3,719;37190
08/06/2018;3,717;37170
07/06/2018;3,92;39200
06/06/2018;3,818;38180
05/06/2018;3,811;38110
04/06/2018;3,74;37400
01/06/2018;3,764;37640
30/05/2018;3,74;37400
29/05/2018;3,746;37460
28/05/2018;3,737;37370
25/05/2018;3,673;36730
24/05/2018;3,646;36460
23/05/2018;3,627;36270
22/05/2018;3,64;36400
21/05/2018;3,687;36870
18/05/2018;3,743;37430
17/05/2018;3,705;37050
16/05/2018;3,678;36780
15/05/2018;3,662;36620
14/05/2018;3,625;36250
11/05/2018;3,603;36030
10/05/2018;3,546;35460
09/05/2018;3,604;36040
08/05/2018;3,571;35710
07/05/2018;3,554;35540
04/05/2018;3,522;35220
03/05/2018;3,526;35260
02/05/2018;3,548;35480
30/04/2018;3,506;35060
27/04/2018;3,462;34620
26/04/2018;3,479;34790
25/04/2018;3,487;34870
24/04/2018;3,469;34690
23/04/2018;3,448;34480
20/04/2018;3,412;34120
19/04/2018;3,389;33890
18/04/2018;3,378;33780
17/04/2018;3,404;34040
16/04/2018;3,422;34220
13/04/2018;3,423;34230
12/04/2018;3,402;34020
11/04/2018;3,379;33790
10/04/2018;3,406;34060
09/04/2018;3,401;34010
06/04/2018;3,37;33700
05/04/2018;3,343;33430
04/04/2018;3,337;33370
03/04/2018;3,336;33360
02/04/2018;3,318;33180
29/03/2018;3,301;33010
28/03/2018;3,33;33300
27/03/2018;3,33;33300
26/03/2018;3,303;33030
23/03/2018;3,314;33140
22/03/2018;3,302;33020
21/03/2018;3,271;32710
20/03/2018;3,308;33080
19/03/2018;3,287;32870
16/03/2018;3,274;32740
15/03/2018;3,291;32910
14/03/2018;3,264;32640
13/03/2018;3,264;32640
12/03/2018;3,255;32550
09/03/2018;3,25;32500
08/03/2018;3,264;32640
07/03/2018;3,245;32450
06/03/2018;3,208;32080
05/03/2018;3,247;32470
02/03/2018;3,251;32510
01/03/2018;3,256;32560
28/02/2018;3,238;32380
27/02/2018;3,247;32470
26/02/2018;3,237;32370
23/02/2018;3,241;32410
22/02/2018;3,246;32460
21/02/2018;3,251;32510
20/02/2018;3,253;32530
19/02/2018;3,234;32340
16/02/2018;3,219;32190
15/02/2018;3,237;32370
14/02/2018;3,23;32300
09/02/2018;3,308;33080
08/02/2018;3,282;32820
07/02/2018;3,278;32780
06/02/2018;3,24;32400
05/02/2018;3,245;32450
02/02/2018;3,212;32120
01/02/2018;3,169;31690
31/01/2018;3,187;31870
30/01/2018;3,177;31770
29/01/2018;3,166;31660
26/01/2018;3,146;31460
25/01/2018;3,139;31390
24/01/2018;3,177;31770
23/01/2018;3,242;32420
22/01/2018;3,208;32080
19/01/2018;3,199;31990
18/01/2018;3,211;32110
17/01/2018;3,215;32150
16/01/2018;3,229;32290
15/01/2018;3,209;32090
12/01/2018;3,208;32080
11/01/2018;3,224;32240
10/01/2018;3,228;32280
09/01/2018;3,248;32480
08/01/2018;3,234;32340
05/01/2018;3,231;32310
04/01/2018;3,227;32270
03/01/2018;3,242;32420
02/01/2018;3,26;32600
28/12/2017;3,309;33090
27/12/2017;3,311;33110
26/12/2017;3,317;33170
22/12/2017;3,33;33300
21/12/2017;3,31;33100
20/12/2017;3,291;32910
19/12/2017;3,301;33010
18/12/2017;3,297;32970
15/12/2017;3,306;33060
14/12/2017;3,341;33410
13/12/2017;3,311;33110
12/12/2017;3,327;33270
11/12/2017;3,299;32990
08/12/2017;3,3;33000
07/12/2017;3,288;32880
06/12/2017;3,241;32410
05/12/2017;3,23;32300
04/12/2017;3,243;32430
01/12/2017;3,258;32580
30/11/2017;3,277;32770
29/11/2017;3,246;32460
28/11/2017;3,211;32110
27/11/2017;3,218;32180
24/11/2017;3,229;32290
23/11/2017;3,221;32210
22/11/2017;3,235;32350
21/11/2017;3,25;32500
20/11/2017;3,262;32620
17/11/2017;3,26;32600
16/11/2017;3,276;32760
14/11/2017;3,306;33060
13/11/2017;3,295;32950
10/11/2017;3,279;32790
09/11/2017;3,255;32550
08/11/2017;3,259;32590
07/11/2017;3,281;32810
06/11/2017;3,26;32600
03/11/2017;3,3;33000
01/11/2017;3,266;32660
31/10/2017;3,275;32750
30/10/2017;3,279;32790
27/10/2017;3,245;32450
26/10/2017;3,276;32760
25/10/2017;3,243;32430
24/10/2017;3,258;32580
23/10/2017;3,225;32250
20/10/2017;3,187;31870
19/10/2017;3,175;31750
18/10/2017;3,165;31650
17/10/2017;3,168;31680
16/10/2017;3,169;31690
13/10/2017;3,151;31510
11/10/2017;3,166;31660
10/10/2017;3,179;31790
09/10/2017;3,186;31860
06/10/2017;3,157;31570
05/10/2017;3,154;31540
04/10/2017;3,13;31300
03/10/2017;3,146;31460
02/10/2017;3,154;31540
29/09/2017;3,167;31670
28/09/2017;3,181;31810
27/09/2017;3,191;31910
26/09/2017;3,169;31690
25/09/2017;3,156;31560
22/09/2017;3,126;31260
21/09/2017;3,144;31440
20/09/2017;3,132;31320
19/09/2017;3,139;31390
18/09/2017;3,132;31320
15/09/2017;3,115;31150
14/09/2017;3,116;31160
13/09/2017;3,131;31310
12/09/2017;3,129;31290
11/09/2017;3,1;31000
08/09/2017;3,092;30920
06/09/2017;3,103;31030
05/09/2017;3,118;31180
04/09/2017;3,135;31350
01/09/2017;3,143;31430
31/08/2017;3,15;31500
30/08/2017;3,159;31590
29/08/2017;3,161;31610
28/08/2017;3,161;31610
25/08/2017;3,153;31530
24/08/2017;3,144;31440
23/08/2017;3,137;31370
22/08/2017;3,167;31670
21/08/2017;3,168;31680
18/08/2017;3,145;31450
17/08/2017;3,179;31790
16/08/2017;3,151;31510
15/08/2017;3,176;31760
14/08/2017;3,191;31910
11/08/2017;3,17;31700
10/08/2017;3,168;31680
09/08/2017;3,149;31490
08/08/2017;3,124;31240
07/08/2017;3,123;31230
04/08/2017;3,125;31250
03/08/2017;3,114;31140
02/08/2017;3,122;31220
01/08/2017;3,122;31220
31/07/2017;3,116;31160
28/07/2017;3,133;31330
27/07/2017;3,157;31570
26/07/2017;3,14;31400
25/07/2017;3,169;31690
24/07/2017;3,147;31470
21/07/2017;3,138;31380
20/07/2017;3,13;31300
19/07/2017;3,146;31460
18/07/2017;3,155;31550
17/07/2017;3,182;31820
14/07/2017;3,181;31810
13/07/2017;3,212;32120
12/07/2017;3,206;32060
11/07/2017;3,254;32540
10/07/2017;3,26;32600
07/07/2017;3,284;32840
06/07/2017;3,299;32990
05/07/2017;3,294;32940
04/07/2017;3,308;33080
03/07/2017;3,3;33000
30/06/2017;3,312;33120
29/06/2017;3,303;33030
28/06/2017;3,285;32850
27/06/2017;3,318;33180
26/06/2017;3,301;33010
23/06/2017;3,339;33390
22/06/2017;3,332;33320
21/06/2017;3,33;33300
20/06/2017;3,334;33340
19/06/2017;3,289;32890
16/06/2017;3,288;32880
14/06/2017;3,289;32890
13/06/2017;3,305;33050
12/06/2017;3,313;33130
09/06/2017;3,282;32820
08/06/2017;3,263;32630
07/06/2017;3,277;32770
06/06/2017;3,279;32790
05/06/2017;3,288;32880
02/06/2017;3,251;32510
01/06/2017;3,248;32480
31/05/2017;3,237;32370
30/05/2017;3,262;32620
29/05/2017;3,27;32700
26/05/2017;3,267;32670
25/05/2017;3,289;32890
24/05/2017;3,279;32790
23/05/2017;3,263;32630
22/05/2017;3,279;32790
19/05/2017;3,26;32600
18/05/2017;3,382;33820
17/05/2017;3,121;31210
16/05/2017;3,098;30980
15/05/2017;3,108;31080
12/05/2017;3,126;31260
11/05/2017;3,152;31520
10/05/2017;3,165;31650
09/05/2017;3,183;31830
08/05/2017;3,197;31970
05/05/2017;3,174;31740
04/05/2017;3,185;31850
03/05/2017;3,156;31560
02/05/2017;3,154;31540
28/04/2017;3,173;31730
27/04/2017;3,175;31750
26/04/2017;3,175;31750
25/04/2017;3,152;31520
24/04/2017;3,132;31320
20/04/2017;3,155;31550
19/04/2017;3,14;31400
18/04/2017;3,12;31200
17/04/2017;3,103;31030
13/04/2017;3,145;31450
12/04/2017;3,148;31480
11/04/2017;3,15;31500
10/04/2017;3,135;31350
07/04/2017;3,154;31540
06/04/2017;3,145;31450
05/04/2017;3,104;31040
04/04/2017;3,098;30980
03/04/2017;3,112;31120
31/03/2017;3,127;31270
30/03/2017;3,137;31370
29/03/2017;3,118;31180
28/03/2017;3,141;31410
27/03/2017;3,131;31310
24/03/2017;3,107;31070
23/03/2017;3,136;31360
22/03/2017;3,095;30950
21/03/2017;3,084;30840
20/03/2017;3,069;30690
17/03/2017;3,099;30990
16/03/2017;3,119;31190
15/03/2017;3,114;31140
14/03/2017;3,176;31760
13/03/2017;3,152;31520
10/03/2017;3,14;31400
09/03/2017;3,193;31930
08/03/2017;3,161;31610
07/03/2017;3,115;31150
06/03/2017;3,125;31250
03/03/2017;3,115;31150
02/03/2017;3,147;31470
01/03/2017;3,094;30940
24/02/2017;3,11;31100
23/02/2017;3,06;30600
22/02/2017;3,069;30690
21/02/2017;3,088;30880
20/02/2017;3,085;30850
17/02/2017;3,092;30920
16/02/2017;3,077;30770
15/02/2017;3,066;30660
14/02/2017;3,097;30970
13/02/2017;3,111;31110
10/02/2017;3,107;31070
09/02/2017;3,13;31300
08/02/2017;3,116;31160
07/02/2017;3,122;31220
06/02/2017;3,124;31240
03/02/2017;3,114;31140
02/02/2017;3,118;31180
01/02/2017;3,149;31490
31/01/2017;3,147;31470
30/01/2017;3,117;31170
27/01/2017;3,153;31530
26/01/2017;3,179;31790
25/01/2017;3,169;31690
24/01/2017;3,169;31690
23/01/2017;3,167;31670
20/01/2017;3,178;31780
19/01/2017;3,197;31970
18/01/2017;3,219;32190
17/01/2017;3,21;32100
16/01/2017;3,236;32360
13/01/2017;3,213;32130
12/01/2017;3,171;31710
11/01/2017;3,184;31840
10/01/2017;3,194;31940
09/01/2017;3,195;31950
06/01/2017;3,222;32220
05/01/2017;3,198;31980
04/01/2017;3,222;32220
03/01/2017;3,257;32570
02/01/2017;3,285;32850
29/12/2016;3,249;32490
28/12/2016;3,282;32820
27/12/2016;3,276;32760
26/12/2016;3,276;32760
23/12/2016;3,271;32710
22/12/2016;3,297;32970
21/12/2016;3,328;33280
20/12/2016;3,347;33470
19/12/2016;3,372;33720
16/12/2016;3,391;33910
15/12/2016;3,373;33730
14/12/2016;3,341;33410
13/12/2016;3,324;33240
12/12/2016;3,346;33460
09/12/2016;3,367;33670
08/12/2016;3,384;33840
07/12/2016;3,413;34130
06/12/2016;3,407;34070
05/12/2016;3,428;34280
02/12/2016;3,464;34640
01/12/2016;3,471;34710
30/11/2016;3,386;33860
29/11/2016;3,397;33970
28/11/2016;3,383;33830
25/11/2016;3,413;34130
24/11/2016;3,389;33890
23/11/2016;3,389;33890
22/11/2016;3,358;33580
21/11/2016;3,352;33520
18/11/2016;3,381;33810
17/11/2016;3,419;34190
16/11/2016;3,428;34280
14/11/2016;3,441;34410
11/11/2016;3,408;34080
10/11/2016;3,363;33630
09/11/2016;3,214;32140
08/11/2016;3,172;31720
07/11/2016;3,205;32050
04/11/2016;3,22;32200
03/11/2016;3,236;32360
01/11/2016;3,24;32400
31/10/2016;3,185;31850
28/10/2016;3,197;31970
27/10/2016;3,153;31530
26/10/2016;3,143;31430
25/10/2016;3,108;31080
24/10/2016;3,119;31190
21/10/2016;3,165;31650
20/10/2016;3,138;31380
19/10/2016;3,17;31700
18/10/2016;3,181;31810
17/10/2016;3,204;32040
14/10/2016;3,203;32030
13/10/2016;3,179;31790
11/10/2016;3,198;31980
10/10/2016;3,204;32040
07/10/2016;3,215;32150
06/10/2016;3,224;32240
05/10/2016;3,221;32210
04/10/2016;3,255;32550
03/10/2016;3,2;32000
30/09/2016;3,251;32510
29/09/2016;3,257;32570
28/09/2016;3,225;32250
27/09/2016;3,229;32290
26/09/2016;3,246;32460
23/09/2016;3,237;32370
22/09/2016;3,219;32190
21/09/2016;3,213;32130
20/09/2016;3,252;32520
19/09/2016;3,272;32720
16/09/2016;3,264;32640
15/09/2016;3,306;33060
14/09/2016;3,338;33380
13/09/2016;3,315;33150
12/09/2016;3,245;32450
09/09/2016;3,276;32760
08/09/2016;3,211;32110
06/09/2016;3,209;32090
05/09/2016;3,278;32780
02/09/2016;3,249;32490
01/09/2016;3,248;32480
31/08/2016;3,223;32230
30/08/2016;3,245;32450
29/08/2016;3,233;32330
26/08/2016;3,27;32700
25/08/2016;3,228;32280
24/08/2016;3,224;32240
23/08/2016;3,232;32320
22/08/2016;3,203;32030
19/08/2016;3,21;32100
18/08/2016;3,239;32390
17/08/2016;3,21;32100
16/08/2016;3,185;31850
15/08/2016;3,181;31810
12/08/2016;3,187;31870
11/08/2016;3,138;31380
10/08/2016;3,123;31230
09/08/2016;3,137;31370
08/08/2016;3,165;31650
05/08/2016;3,165;31650
04/08/2016;3,199;31990
03/08/2016;3,238;32380
02/08/2016;3,268;32680
01/08/2016;3,272;32720
29/07/2016;3,239;32390
28/07/2016;3,293;32930
27/07/2016;3,265;32650
26/07/2016;3,271;32710
25/07/2016;3,29;32900
22/07/2016;3,26;32600
21/07/2016;3,284;32840
20/07/2016;3,249;32490
19/07/2016;3,257;32570
18/07/2016;3,249;32490
15/07/2016;3,252;32520
14/07/2016;3,252;32520
13/07/2016;3,278;32780
12/07/2016;3,289;32890
11/07/2016;3,309;33090
08/07/2016;3,288;32880
07/07/2016;3,358;33580
06/07/2016;3,336;33360
05/07/2016;3,301;33010
04/07/2016;3,264;32640
01/07/2016;3,231;32310
30/06/2016;3,214;32140
29/06/2016;3,236;32360
28/06/2016;3,303;33030
27/06/2016;3,397;33970
24/06/2016;3,374;33740
23/06/2016;3,349;33490
22/06/2016;3,376;33760
21/06/2016;3,401;34010
20/06/2016;3,397;33970
17/06/2016;3,422;34220
16/06/2016;3,469;34690
15/06/2016;3,464;34640
14/06/2016;3,49;34900
13/06/2016;3,479;34790
10/06/2016;3,428;34280
09/06/2016;3,396;33960
08/06/2016;3,371;33710
07/06/2016;3,449;34490
06/06/2016;3,493;34930
03/06/2016;3,527;35270
02/06/2016;3,584;35840
01/06/2016;3,593;35930
31/05/2016;3,618;36180
30/05/2016;3,575;35750
27/05/2016;3,606;36060
25/05/2016;3,597;35970
24/05/2016;3,581;35810
23/05/2016;3,581;35810
20/05/2016;3,54;35400
19/05/2016;3,569;35690
18/05/2016;3,56;35600
17/05/2016;3,488;34880
16/05/2016;3,496;34960
13/05/2016;3,521;35210
12/05/2016;3,47;34700
11/05/2016;3,446;34460
10/05/2016;3,47;34700
09/05/2016;3,526;35260
06/05/2016;3,498;34980
05/05/2016;3,546;35460
04/05/2016;3,534;35340
03/05/2016;3,565;35650
02/05/2016;3,491;34910
29/04/2016;3,439;34390
28/04/2016;3,496;34960
27/04/2016;3,522;35220
26/04/2016;3,523;35230
25/04/2016;3,55;35500
