Data da série;Vr;Vr_
01/04/2008;1,745;17450
31/03/2008;1,753;17530
28/03/2008;1,744;17440
27/03/2008;1,737;17370
26/03/2008;1,725;17250
25/03/2008;1,732;17320
24/03/2008;1,747;17470
20/03/2008;1,732;17320
19/03/2008;1,721;17210
18/03/2008;1,688;16880
17/03/2008;1,723;17230
14/03/2008;1,714;17140
13/03/2008;1,693;16930
12/03/2008;1,674;16740
11/03/2008;1,685;16850
10/03/2008;1,706;17060
07/03/2008;1,684;16840
06/03/2008;1,68;16800
05/03/2008;1,672;16720
04/03/2008;1,686;16860
03/03/2008;1,671;16710
29/02/2008;1,691;16910
28/02/2008;1,669;16690
27/02/2008;1,671;16710
26/02/2008;1,684;16840
25/02/2008;1,706;17060
22/02/2008;1,708;17080
21/02/2008;1,711;17110
20/02/2008;1,724;17240
19/02/2008;1,733;17330
18/02/2008;1,736;17360
15/02/2008;1,754;17540
14/02/2008;1,75;17500
13/02/2008;1,743;17430
12/02/2008;1,75;17500
11/02/2008;1,757;17570
08/02/2008;1,769;17690
07/02/2008;1,758;17580
06/02/2008;1,753;17530
01/02/2008;1,746;17460
31/01/2008;1,759;17590
30/01/2008;1,78;17800
29/01/2008;1,781;17810
28/01/2008;1,784;17840
25/01/2008;1,787;17870
24/01/2008;1,784;17840
23/01/2008;1,825;18250
22/01/2008;1,792;17920
21/01/2008;1,826;18260
18/01/2008;1,785;17850
17/01/2008;1,787;17870
16/01/2008;1,773;17730
15/01/2008;1,752;17520
14/01/2008;1,734;17340
11/01/2008;1,747;17470
10/01/2008;1,757;17570
09/01/2008;1,768;17680
08/01/2008;1,761;17610
07/01/2008;1,764;17640
04/01/2008;1,755;17550
03/01/2008;1,752;17520
02/01/2008;1,772;17720
28/12/2007;1,775;17750
27/12/2007;1,761;17610
26/12/2007;1,772;17720
21/12/2007;1,794;17940
20/12/2007;1,805;18050
19/12/2007;1,801;18010
18/12/2007;1,814;18140
17/12/2007;1,813;18130
14/12/2007;1,797;17970
13/12/2007;1,783;17830
12/12/2007;1,773;17730
11/12/2007;1,758;17580
10/12/2007;1,766;17660
07/12/2007;1,759;17590
06/12/2007;1,776;17760
05/12/2007;1,797;17970
04/12/2007;1,809;18090
03/12/2007;1,794;17940
30/11/2007;1,793;17930
29/11/2007;1,794;17940
28/11/2007;1,794;17940
27/11/2007;1,836;18360
26/11/2007;1,824;18240
23/11/2007;1,804;18040
22/11/2007;1,78;17800
21/11/2007;1,776;17760
20/11/2007;1,762;17620
19/11/2007;1,767;17670
16/11/2007;1,747;17470
14/11/2007;1,734;17340
13/11/2007;1,767;17670
12/11/2007;1,777;17770
09/11/2007;1,746;17460
08/11/2007;1,745;17450
07/11/2007;1,74;17400
06/11/2007;1,736;17360
05/11/2007;1,749;17490
01/11/2007;1,748;17480
31/10/2007;1,736;17360
30/10/2007;1,752;17520
29/10/2007;1,757;17570
26/10/2007;1,769;17690
25/10/2007;1,794;17940
24/10/2007;1,808;18080
23/10/2007;1,798;17980
22/10/2007;1,818;18180
19/10/2007;1,806;18060
18/10/2007;1,786;17860
17/10/2007;1,821;18210
16/10/2007;1,815;18150
15/10/2007;1,815;18150
11/10/2007;1,806;18060
10/10/2007;1,805;18050
09/10/2007;1,803;18030
08/10/2007;1,818;18180
05/10/2007;1,804;18040
04/10/2007;1,825;18250
03/10/2007;1,839;18390
02/10/2007;1,825;18250
01/10/2007;1,81;18100
28/09/2007;1,834;18340
27/09/2007;1,843;18430
26/09/2007;1,847;18470
25/09/2007;1,86;18600
24/09/2007;1,871;18710
21/09/2007;1,868;18680
20/09/2007;1,882;18820
19/09/2007;1,869;18690
18/09/2007;1,877;18770
17/09/2007;1,92;19200
14/09/2007;1,901;19010
13/09/2007;1,904;19040
12/09/2007;1,909;19090
11/09/2007;1,925;19250
10/09/2007;1,946;19460
06/09/2007;1,946;19460
05/09/2007;1,969;19690
04/09/2007;1,949;19490
03/09/2007;1,954;19540
31/08/2007;1,963;19630
30/08/2007;1,974;19740
29/08/2007;1,966;19660
28/08/2007;2,003;20030
27/08/2007;1,951;19510
24/08/2007;1,942;19420
23/08/2007;1,988;19880
22/08/2007;2,011;20110
21/08/2007;2,034;20340
20/08/2007;2,029;20290
17/08/2007;2,025;20250
16/08/2007;2,092;20920
15/08/2007;2,031;20310
14/08/2007;1,985;19850
13/08/2007;1,943;19430
10/08/2007;1,952;19520
09/08/2007;1,926;19260
08/08/2007;1,886;18860
07/08/2007;1,907;19070
06/08/2007;1,906;19060
03/08/2007;1,9;19000
02/08/2007;1,875;18750
01/08/2007;1,892;18920
31/07/2007;1,882;18820
30/07/2007;1,875;18750
27/07/2007;1,894;18940
26/07/2007;1,928;19280
25/07/2007;1,867;18670
24/07/2007;1,861;18610
23/07/2007;1,842;18420
20/07/2007;1,856;18560
19/07/2007;1,854;18540
18/07/2007;1,86;18600
17/07/2007;1,86;18600
16/07/2007;1,871;18710
13/07/2007;1,862;18620
12/07/2007;1,874;18740
11/07/2007;1,892;18920
10/07/2007;1,893;18930
09/07/2007;1,898;18980
06/07/2007;1,903;19030
05/07/2007;1,914;19140
04/07/2007;1,91;19100
03/07/2007;1,911;19110
02/07/2007;1,915;19150
29/06/2007;1,93;19300
28/06/2007;1,922;19220
27/06/2007;1,943;19430
26/06/2007;1,953;19530
25/06/2007;1,951;19510
22/06/2007;1,943;19430
21/06/2007;1,917;19170
20/06/2007;1,929;19290
19/06/2007;1,905;19050
18/06/2007;1,906;19060
15/06/2007;1,913;19130
14/06/2007;1,927;19270
13/06/2007;1,945;19450
12/06/2007;1,946;19460
11/06/2007;1,941;19410
08/06/2007;1,96;19600
06/06/2007;1,952;19520
05/06/2007;1,945;19450
04/06/2007;1,928;19280
01/06/2007;1,905;19050
31/05/2007;1,926;19260
30/05/2007;1,942;19420
29/05/2007;1,95;19500
28/05/2007;1,943;19430
25/05/2007;1,952;19520
24/05/2007;1,97;19700
23/05/2007;1,951;19510
22/05/2007;1,944;19440
21/05/2007;1,939;19390
18/05/2007;1,961;19610
17/05/2007;1,952;19520
16/05/2007;1,953;19530
15/05/2007;1,982;19820
14/05/2007;2,009;20090
11/05/2007;2,018;20180
10/05/2007;2,023;20230
09/05/2007;2,019;20190
08/05/2007;2,022;20220
07/05/2007;2,021;20210
04/05/2007;2,035;20350
03/05/2007;2,027;20270
02/05/2007;2,024;20240
30/04/2007;2,036;20360
27/04/2007;2,032;20320
26/04/2007;2,027;20270
25/04/2007;2,021;20210
24/04/2007;2,035;20350
23/04/2007;2,036;20360
20/04/2007;2,027;20270
19/04/2007;2,029;20290
18/04/2007;2,033;20330
17/04/2007;2,036;20360
16/04/2007;2,037;20370
13/04/2007;2,021;20210
12/04/2007;2,034;20340
11/04/2007;2,038;20380
10/04/2007;2,028;20280
09/04/2007;2,025;20250
05/04/2007;2,032;20320
04/04/2007;2,034;20340
03/04/2007;2,037;20370
02/04/2007;2,048;20480
30/03/2007;2,061;20610
29/03/2007;2,044;20440
28/03/2007;2,069;20690
27/03/2007;2,063;20630
26/03/2007;2,06;20600
23/03/2007;2,062;20620
22/03/2007;2,061;20610
21/03/2007;2,06;20600
20/03/2007;2,077;20770
19/03/2007;2,079;20790
16/03/2007;2,093;20930
15/03/2007;2,09;20900
14/03/2007;2,097;20970
13/03/2007;2,104;21040
12/03/2007;2,088;20880
09/03/2007;2,099;20990
08/03/2007;2,107;21070
07/03/2007;2,113;21130
06/03/2007;2,117;21170
05/03/2007;2,135;21350
02/03/2007;2,132;21320
01/03/2007;2,119;21190
28/02/2007;2,121;21210
27/02/2007;2,12;21200
26/02/2007;2,084;20840
23/02/2007;2,089;20890
22/02/2007;2,082;20820
21/02/2007;2,077;20770
16/02/2007;2,093;20930
15/02/2007;2,093;20930
14/02/2007;2,092;20920
13/02/2007;2,108;21080
12/02/2007;2,114;21140
09/02/2007;2,108;21080
08/02/2007;2,093;20930
07/02/2007;2,094;20940
06/02/2007;2,086;20860
05/02/2007;2,094;20940
02/02/2007;2,105;21050
01/02/2007;2,102;21020
31/01/2007;2,124;21240
30/01/2007;2,131;21310
29/01/2007;2,135;21350
26/01/2007;2,138;21380
25/01/2007;2,134;21340
24/01/2007;2,129;21290
23/01/2007;2,133;21330
22/01/2007;2,136;21360
19/01/2007;2,131;21310
18/01/2007;2,135;21350
17/01/2007;2,134;21340
16/01/2007;2,14;21400
15/01/2007;2,142;21420
12/01/2007;2,141;21410
11/01/2007;2,145;21450
10/01/2007;2,149;21490
09/01/2007;2,15;21500
08/01/2007;2,151;21510
05/01/2007;2,152;21520
04/01/2007;2,144;21440
03/01/2007;2,14;21400
02/01/2007;2,131;21310
28/12/2006;2,136;21360
27/12/2006;2,146;21460
26/12/2006;2,144;21440
22/12/2006;2,147;21470
21/12/2006;2,157;21570
20/12/2006;2,158;21580
19/12/2006;2,162;21620
18/12/2006;2,149;21490
15/12/2006;2,147;21470
14/12/2006;2,148;21480
13/12/2006;2,146;21460
12/12/2006;2,152;21520
11/12/2006;2,138;21380
08/12/2006;2,14;21400
07/12/2006;2,143;21430
06/12/2006;2,146;21460
05/12/2006;2,152;21520
04/12/2006;2,164;21640
01/12/2006;2,168;21680
30/11/2006;2,164;21640
29/11/2006;2,169;21690
28/11/2006;2,188;21880
27/11/2006;2,191;21910
24/11/2006;2,17;21700
23/11/2006;2,168;21680
22/11/2006;2,166;21660
21/11/2006;2,163;21630
20/11/2006;2,161;21610
17/11/2006;2,16;21600
16/11/2006;2,154;21540
14/11/2006;2,149;21490
13/11/2006;2,169;21690
10/11/2006;2,152;21520
09/11/2006;2,141;21410
08/11/2006;2,145;21450
07/11/2006;2,138;21380
06/11/2006;2,137;21370
03/11/2006;2,14;21400
01/11/2006;2,144;21440
31/10/2006;2,143;21430
30/10/2006;2,15;21500
27/10/2006;2,134;21340
26/10/2006;2,138;21380
25/10/2006;2,146;21460
24/10/2006;2,15;21500
23/10/2006;2,138;21380
20/10/2006;2,141;21410
19/10/2006;2,141;21410
18/10/2006;2,138;21380
17/10/2006;2,132;21320
16/10/2006;2,13;21300
13/10/2006;2,137;21370
11/10/2006;2,158;21580
10/10/2006;2,153;21530
09/10/2006;2,156;21560
06/10/2006;2,163;21630
05/10/2006;2,159;21590
04/10/2006;2,162;21620
03/10/2006;2,174;21740
02/10/2006;2,158;21580
29/09/2006;2,171;21710
28/09/2006;2,172;21720
27/09/2006;2,187;21870
26/09/2006;2,193;21930
25/09/2006;2,219;22190
22/09/2006;2,207;22070
21/09/2006;2,209;22090
20/09/2006;2,177;21770
19/09/2006;2,163;21630
18/09/2006;2,147;21470
15/09/2006;2,152;21520
14/09/2006;2,163;21630
13/09/2006;2,158;21580
12/09/2006;2,168;21680
11/09/2006;2,176;21760
08/09/2006;2,159;21590
06/09/2006;2,152;21520
05/09/2006;2,132;21320
04/09/2006;2,124;21240
01/09/2006;2,139;21390
31/08/2006;2,145;21450
30/08/2006;2,138;21380
29/08/2006;2,138;21380
28/08/2006;2,14;21400
25/08/2006;2,157;21570
24/08/2006;2,154;21540
23/08/2006;2,152;21520
22/08/2006;2,138;21380
21/08/2006;2,132;21320
18/08/2006;2,147;21470
17/08/2006;2,141;21410
16/08/2006;2,138;21380
15/08/2006;2,141;21410
14/08/2006;2,162;21620
11/08/2006;2,165;21650
10/08/2006;2,16;21600
09/08/2006;2,168;21680
08/08/2006;2,178;21780
07/08/2006;2,185;21850
04/08/2006;2,184;21840
03/08/2006;2,177;21770
02/08/2006;2,181;21810
01/08/2006;2,191;21910
31/07/2006;2,176;21760
28/07/2006;2,174;21740
27/07/2006;2,191;21910
26/07/2006;2,19;21900
25/07/2006;2,203;22030
24/07/2006;2,192;21920
21/07/2006;2,199;21990
20/07/2006;2,193;21930
19/07/2006;2,177;21770
18/07/2006;2,193;21930
17/07/2006;2,205;22050
14/07/2006;2,213;22130
13/07/2006;2,22;22200
12/07/2006;2,2;22000
11/07/2006;2,185;21850
10/07/2006;2,18;21800
07/07/2006;2,182;21820
06/07/2006;2,175;21750
05/07/2006;2,2;22000
04/07/2006;2,169;21690
03/07/2006;2,18;21800
30/06/2006;2,165;21650
29/06/2006;2,173;21730
28/06/2006;2,22;22200
27/06/2006;2,238;22380
26/06/2006;2,231;22310
23/06/2006;2,23;22300
22/06/2006;2,244;22440
21/06/2006;2,232;22320
20/06/2006;2,246;22460
19/06/2006;2,253;22530
16/06/2006;2,245;22450
14/06/2006;2,282;22820
13/06/2006;2,303;23030
12/06/2006;2,29;22900
09/06/2006;2,261;22610
08/06/2006;2,272;22720
07/06/2006;2,24;22400
06/06/2006;2,257;22570
05/06/2006;2,251;22510
02/06/2006;2,277;22770
01/06/2006;2,253;22530
31/05/2006;2,323;23230
30/05/2006;2,31;23100
29/05/2006;2,275;22750
26/05/2006;2,24;22400
25/05/2006;2,294;22940
24/05/2006;2,4;24000
23/05/2006;2,293;22930
22/05/2006;2,289;22890
19/05/2006;2,208;22080
18/05/2006;2,175;21750
17/05/2006;2,204;22040
16/05/2006;2,136;21360
15/05/2006;2,186;21860
12/05/2006;2,144;21440
11/05/2006;2,101;21010
10/05/2006;2,06;20600
09/05/2006;2,061;20610
08/05/2006;2,07;20700
05/05/2006;2,055;20550
04/05/2006;2,071;20710
03/05/2006;2,075;20750
02/05/2006;2,06;20600
28/04/2006;2,087;20870
27/04/2006;2,105;21050
26/04/2006;2,118;21180
25/04/2006;2,127;21270
24/04/2006;2,114;21140
20/04/2006;2,121;21210
19/04/2006;2,114;21140
18/04/2006;2,117;21170
17/04/2006;2,136;21360
13/04/2006;2,138;21380
12/04/2006;2,133;21330
11/04/2006;2,14;21400
10/04/2006;2,157;21570
07/04/2006;2,15;21500
06/04/2006;2,13;21300
05/04/2006;2,134;21340
04/04/2006;2,135;21350
03/04/2006;2,139;21390
31/03/2006;2,165;21650
30/03/2006;2,189;21890
29/03/2006;2,214;22140
28/03/2006;2,209;22090
27/03/2006;2,171;21710
24/03/2006;2,154;21540
23/03/2006;2,162;21620
22/03/2006;2,152;21520
21/03/2006;2,174;21740
20/03/2006;2,149;21490
17/03/2006;2,126;21260
16/03/2006;2,11;21100
15/03/2006;2,121;21210
14/03/2006;2,126;21260
13/03/2006;2,134;21340
10/03/2006;2,139;21390
09/03/2006;2,161;21610
08/03/2006;2,186;21860
07/03/2006;2,169;21690
06/03/2006;2,142;21420
03/03/2006;2,112;21120
02/03/2006;2,112;21120
01/03/2006;2,116;21160
24/02/2006;2,14;21400
23/02/2006;2,142;21420
22/02/2006;2,141;21410
21/02/2006;2,156;21560
20/02/2006;2,117;21170
17/02/2006;2,125;21250
16/02/2006;2,116;21160
15/02/2006;2,137;21370
14/02/2006;2,138;21380
13/02/2006;2,153;21530
10/02/2006;2,166;21660
09/02/2006;2,17;21700
08/02/2006;2,186;21860
07/02/2006;2,187;21870
06/02/2006;2,185;21850
03/02/2006;2,209;22090
02/02/2006;2,226;22260
01/02/2006;2,224;22240
31/01/2006;2,215;22150
30/01/2006;2,216;22160
27/01/2006;2,216;22160
26/01/2006;2,231;22310
25/01/2006;2,247;22470
24/01/2006;2,244;22440
23/01/2006;2,258;22580
20/01/2006;2,278;22780
19/01/2006;2,328;23280
18/01/2006;2,323;23230
17/01/2006;2,311;23110
16/01/2006;2,274;22740
13/01/2006;2,276;22760
12/01/2006;2,265;22650
11/01/2006;2,284;22840
10/01/2006;2,263;22630
09/01/2006;2,25;22500
06/01/2006;2,282;22820
05/01/2006;2,288;22880
04/01/2006;2,29;22900
03/01/2006;2,331;23310
02/01/2006;2,34;23400
29/12/2005;2,325;23250
28/12/2005;2,345;23450
27/12/2005;2,338;23380
26/12/2005;2,337;23370
23/12/2005;2,318;23180
22/12/2005;2,33;23300
21/12/2005;2,307;23070
20/12/2005;2,346;23460
19/12/2005;2,382;23820
16/12/2005;2,337;23370
15/12/2005;2,3;23000
14/12/2005;2,281;22810
13/12/2005;2,265;22650
12/12/2005;2,26;22600
09/12/2005;2,253;22530
08/12/2005;2,224;22240
07/12/2005;2,195;21950
06/12/2005;2,177;21770
05/12/2005;2,196;21960
02/12/2005;2,209;22090
01/12/2005;2,221;22210
30/11/2005;2,206;22060
29/11/2005;2,189;21890
28/11/2005;2,203;22030
25/11/2005;2,234;22340
24/11/2005;2,243;22430
23/11/2005;2,241;22410
22/11/2005;2,247;22470
21/11/2005;2,223;22230
18/11/2005;2,229;22290
17/11/2005;2,19;21900
16/11/2005;2,204;22040
14/11/2005;2,21;22100
11/11/2005;2,163;21630
10/11/2005;2,169;21690
09/11/2005;2,179;21790
08/11/2005;2,195;21950
07/11/2005;2,203;22030
04/11/2005;2,213;22130
03/11/2005;2,221;22210
01/11/2005;2,246;22460
31/10/2005;2,252;22520
28/10/2005;2,264;22640
27/10/2005;2,291;22910
26/10/2005;2,279;22790
25/10/2005;2,263;22630
24/10/2005;2,261;22610
21/10/2005;2,266;22660
20/10/2005;2,25;22500
19/10/2005;2,25;22500
18/10/2005;2,241;22410
17/10/2005;2,237;22370
14/10/2005;2,246;22460
13/10/2005;2,257;22570
11/10/2005;2,234;22340
10/10/2005;2,239;22390
07/10/2005;2,25;22500
06/10/2005;2,292;22920
05/10/2005;2,268;22680
04/10/2005;2,261;22610
03/10/2005;2,23;22300
30/09/2005;2,23;22300
29/09/2005;2,214;22140
28/09/2005;2,235;22350
27/09/2005;2,259;22590
26/09/2005;2,251;22510
23/09/2005;2,266;22660
22/09/2005;2,276;22760
21/09/2005;2,275;22750
20/09/2005;2,3;23000
19/09/2005;2,296;22960
16/09/2005;2,299;22990
15/09/2005;2,296;22960
14/09/2005;2,328;23280
13/09/2005;2,328;23280
12/09/2005;2,322;23220
09/09/2005;2,31;23100
08/09/2005;2,321;23210
06/09/2005;2,325;23250
05/09/2005;2,338;23380
02/09/2005;2,331;23310
01/09/2005;2,362;23620
31/08/2005;2,358;23580
30/08/2005;2,384;23840
29/08/2005;2,385;23850
26/08/2005;2,403;24030
25/08/2005;2,398;23980
24/08/2005;2,439;24390
23/08/2005;2,41;24100
22/08/2005;2,385;23850
19/08/2005;2,45;24500
18/08/2005;2,381;23810
17/08/2005;2,354;23540
16/08/2005;2,357;23570
15/08/2005;2,33;23300
12/08/2005;2,374;23740
11/08/2005;2,346;23460
10/08/2005;2,279;22790
09/08/2005;2,295;22950
08/08/2005;2,329;23290
05/08/2005;2,31;23100
04/08/2005;2,304;23040
03/08/2005;2,311;23110
02/08/2005;2,342;23420
01/08/2005;2,367;23670
29/07/2005;2,38;23800
28/07/2005;2,407;24070
27/07/2005;2,439;24390
26/07/2005;2,451;24510
25/07/2005;2,462;24620
22/07/2005;2,398;23980
21/07/2005;2,357;23570
20/07/2005;2,345;23450
19/07/2005;2,342;23420
18/07/2005;2,338;23380
15/07/2005;2,338;23380
14/07/2005;2,337;23370
13/07/2005;2,355;23550
12/07/2005;2,343;23430
11/07/2005;2,341;23410
08/07/2005;2,375;23750
07/07/2005;2,377;23770
06/07/2005;2,396;23960
05/07/2005;2,377;23770
04/07/2005;2,366;23660
01/07/2005;2,357;23570
30/06/2005;2,334;23340
29/06/2005;2,355;23550
28/06/2005;2,367;23670
27/06/2005;2,375;23750
24/06/2005;2,38;23800
23/06/2005;2,399;23990
22/06/2005;2,382;23820
21/06/2005;2,373;23730
20/06/2005;2,394;23940
17/06/2005;2,388;23880
16/06/2005;2,406;24060
15/06/2005;2,435;24350
14/06/2005;2,435;24350
13/06/2005;2,449;24490
10/06/2005;2,473;24730
09/06/2005;2,498;24980
08/06/2005;2,462;24620
07/06/2005;2,463;24630
06/06/2005;2,45;24500
03/06/2005;2,427;24270
02/06/2005;2,414;24140
01/06/2005;2,443;24430
31/05/2005;2,409;24090
30/05/2005;2,371;23710
27/05/2005;2,384;23840
25/05/2005;2,41;24100
24/05/2005;2,429;24290
23/05/2005;2,428;24280
20/05/2005;2,441;24410
19/05/2005;2,448;24480
18/05/2005;2,46;24600
17/05/2005;2,482;24820
16/05/2005;2,477;24770
13/05/2005;2,473;24730
12/05/2005;2,468;24680
11/05/2005;2,456;24560
10/05/2005;2,474;24740
09/05/2005;2,449;24490
06/05/2005;2,462;24620
05/05/2005;2,465;24650
04/05/2005;2,468;24680
03/05/2005;2,493;24930
02/05/2005;2,511;25110
29/04/2005;2,529;25290
28/04/2005;2,553;25530
27/04/2005;2,516;25160
26/04/2005;2,536;25360
25/04/2005;2,523;25230
22/04/2005;2,537;25370
20/04/2005;2,562;25620
19/04/2005;2,575;25750
18/04/2005;2,607;26070
15/04/2005;2,619;26190
14/04/2005;2,577;25770
13/04/2005;2,563;25630
12/04/2005;2,574;25740
11/04/2005;2,586;25860
08/04/2005;2,586;25860
07/04/2005;2,596;25960
06/04/2005;2,601;26010
05/04/2005;2,626;26260
04/04/2005;2,641;26410
01/04/2005;2,66;26600
31/03/2005;2,668;26680
30/03/2005;2,676;26760
29/03/2005;2,698;26980
28/03/2005;2,723;27230
24/03/2005;2,74;27400
23/03/2005;2,75;27500
22/03/2005;2,698;26980
21/03/2005;2,727;27270
18/03/2005;2,717;27170
17/03/2005;2,718;27180
16/03/2005;2,764;27640
15/03/2005;2,766;27660
14/03/2005;2,753;27530
11/03/2005;2,72;27200
10/03/2005;2,714;27140
09/03/2005;2,704;27040
08/03/2005;2,694;26940
07/03/2005;2,679;26790
04/03/2005;2,656;26560
03/03/2005;2,682;26820
02/03/2005;2,643;26430
01/03/2005;2,618;26180
28/02/2005;2,59;25900
25/02/2005;2,618;26180
24/02/2005;2,632;26320
23/02/2005;2,594;25940
22/02/2005;2,599;25990
21/02/2005;2,578;25780
18/02/2005;2,574;25740
17/02/2005;2,563;25630
16/02/2005;2,581;25810
15/02/2005;2,585;25850
14/02/2005;2,58;25800
11/02/2005;2,604;26040
10/02/2005;2,619;26190
09/02/2005;2,605;26050
04/02/2005;2,614;26140
03/02/2005;2,603;26030
02/02/2005;2,615;26150
01/02/2005;2,61;26100
31/01/2005;2,611;26110
28/01/2005;2,647;26470
27/01/2005;2,666;26660
26/01/2005;2,664;26640
25/01/2005;2,688;26880
24/01/2005;2,681;26810
21/01/2005;2,688;26880
20/01/2005;2,718;27180
19/01/2005;2,71;27100
18/01/2005;2,718;27180
17/01/2005;2,702;27020
14/01/2005;2,702;27020
13/01/2005;2,699;26990
12/01/2005;2,701;27010
11/01/2005;2,721;27210
10/01/2005;2,703;27030
07/01/2005;2,711;27110
06/01/2005;2,723;27230
05/01/2005;2,708;27080
04/01/2005;2,7;27000
03/01/2005;2,674;26740
30/12/2004;2,654;26540
29/12/2004;2,667;26670
28/12/2004;2,69;26900
27/12/2004;2,69;26900
23/12/2004;2,702;27020
22/12/2004;2,706;27060
21/12/2004;2,701;27010
20/12/2004;2,676;26760
17/12/2004;2,711;27110
16/12/2004;2,739;27390
15/12/2004;2,725;27250
14/12/2004;2,765;27650
13/12/2004;2,764;27640
10/12/2004;2,775;27750
09/12/2004;2,781;27810
08/12/2004;2,759;27590
07/12/2004;2,748;27480
06/12/2004;2,719;27190
03/12/2004;2,709;27090
02/12/2004;2,733;27330
01/12/2004;2,711;27110
30/11/2004;2,718;27180
29/11/2004;2,748;27480
26/11/2004;2,734;27340
25/11/2004;2,745;27450
24/11/2004;2,755;27550
23/11/2004;2,744;27440
22/11/2004;2,755;27550
19/11/2004;2,786;27860
18/11/2004;2,777;27770
17/11/2004;2,762;27620
16/11/2004;2,785;27850
12/11/2004;2,79;27900
11/11/2004;2,819;28190
10/11/2004;2,827;28270
09/11/2004;2,826;28260
08/11/2004;2,836;28360
05/11/2004;2,82;28200
04/11/2004;2,82;28200
03/11/2004;2,829;28290
01/11/2004;2,853;28530
29/10/2004;2,859;28590
28/10/2004;2,867;28670
27/10/2004;2,862;28620
26/10/2004;2,866;28660
25/10/2004;2,883;28830
22/10/2004;2,871;28710
21/10/2004;2,857;28570
20/10/2004;2,872;28720
19/10/2004;2,879;28790
18/10/2004;2,859;28590
15/10/2004;2,857;28570
14/10/2004;2,872;28720
13/10/2004;2,84;28400
11/10/2004;2,82;28200
08/10/2004;2,829;28290
07/10/2004;2,851;28510
06/10/2004;2,842;28420
05/10/2004;2,83;28300
04/10/2004;2,826;28260
01/10/2004;2,839;28390
30/09/2004;2,859;28590
29/09/2004;2,854;28540
28/09/2004;2,867;28670
27/09/2004;2,873;28730
24/09/2004;2,87;28700
23/09/2004;2,881;28810
22/09/2004;2,882;28820
21/09/2004;2,869;28690
20/09/2004;2,876;28760
17/09/2004;2,869;28690
16/09/2004;2,885;28850
15/09/2004;2,902;29020
14/09/2004;2,909;29090
13/09/2004;2,911;29110
10/09/2004;2,903;29030
09/09/2004;2,9;29000
08/09/2004;2,901;29010
06/09/2004;2,913;29130
03/09/2004;2,928;29280
02/09/2004;2,94;29400
01/09/2004;2,933;29330
31/08/2004;2,929;29290
30/08/2004;2,946;29460
27/08/2004;2,955;29550
26/08/2004;2,956;29560
25/08/2004;2,952;29520
24/08/2004;2,956;29560
23/08/2004;2,964;29640
20/08/2004;2,966;29660
19/08/2004;2,988;29880
18/08/2004;2,985;29850
17/08/2004;2,996;29960
16/08/2004;3,008;30080
13/08/2004;3,021;30210
12/08/2004;3,035;30350
11/08/2004;3,037;30370
10/08/2004;3,029;30290
09/08/2004;3,04;30400
06/08/2004;3,032;30320
05/08/2004;3,069;30690
04/08/2004;3,055;30550
03/08/2004;3,053;30530
02/08/2004;3,047;30470
30/07/2004;3,038;30380
29/07/2004;3,037;30370
28/07/2004;3,054;30540
27/07/2004;3,064;30640
26/07/2004;3,077;30770
23/07/2004;3,056;30560
22/07/2004;3,041;30410
21/07/2004;3,028;30280
20/07/2004;3,006;30060
19/07/2004;2,995;29950
16/07/2004;3,001;30010
15/07/2004;3,015;30150
14/07/2004;3,026;30260
13/07/2004;3,04;30400
12/07/2004;3,035;30350
09/07/2004;3,041;30410
08/07/2004;3,059;30590
07/07/2004;3,035;30350
06/07/2004;3,048;30480
05/07/2004;3,024;30240
02/07/2004;3,042;30420
01/07/2004;3,074;30740
30/06/2004;3,087;30870
29/06/2004;3,108;31080
28/06/2004;3,129;31290
25/06/2004;3,111;31110
24/06/2004;3,094;30940
23/06/2004;3,121;31210
22/06/2004;3,134;31340
21/06/2004;3,134;31340
18/06/2004;3,14;31400
17/06/2004;3,128;31280
16/06/2004;3,14;31400
15/06/2004;3,125;31250
14/06/2004;3,17;31700
11/06/2004;3,141;31410
09/06/2004;3,126;31260
08/06/2004;3,11;31100
07/06/2004;3,112;31120
04/06/2004;3,132;31320
03/06/2004;3,155;31550
02/06/2004;3,135;31350
01/06/2004;3,165;31650
31/05/2004;3,19;31900
28/05/2004;3,09;30900
27/05/2004;3,12;31200
26/05/2004;3,161;31610
25/05/2004;3,139;31390
24/05/2004;3,18;31800
21/05/2004;3,195;31950
20/05/2004;3,213;32130
19/05/2004;3,134;31340
18/05/2004;3,131;31310
17/05/2004;3,124;31240
14/05/2004;3,092;30920
13/05/2004;3,134;31340
12/05/2004;3,142;31420
11/05/2004;3,076;30760
10/05/2004;3,14;31400
07/05/2004;3,062;30620
06/05/2004;3,001;30010
05/05/2004;2,955;29550
04/05/2004;2,97;29700
03/05/2004;2,98;29800
30/04/2004;2,932;29320
29/04/2004;2,967;29670
28/04/2004;2,95;29500
27/04/2004;2,917;29170
26/04/2004;2,911;29110
23/04/2004;2,91;29100
22/04/2004;2,928;29280
20/04/2004;2,928;29280
19/04/2004;2,907;29070
16/04/2004;2,909;29090
15/04/2004;2,918;29180
14/04/2004;2,887;28870
13/04/2004;2,893;28930
12/04/2004;2,882;28820
08/04/2004;2,885;28850
07/04/2004;2,871;28710
06/04/2004;2,876;28760
05/04/2004;2,876;28760
02/04/2004;2,895;28950
01/04/2004;2,89;28900
31/03/2004;2,896;28960
30/03/2004;2,909;29090
29/03/2004;2,94;29400
